name,subassembly,solid_count,volume_mm3,provenance
Crankcase_4x83mm_Bores,01_Housings,1,10307654.206,"MM01-9/01-12: 83 mm bores, 90 mm pitch, cast iron, no separate cylinder liners. Exterior and coolant paths reconstructed."
Wastegate_Actuator,07_Air_Exhaust,1,72382.295,Reconstructed geometry; dimensions not OEM
Wastegate_Link,07_Air_Exhaust,1,1745.697,Reconstructed geometry; dimensions not OEM
Alternator_Housing,04_Accessories,1,322892.642,Reconstructed geometry; dimensions not OEM
Alternator_Endcap,04_Accessories,1,74723.661,Reconstructed geometry; dimensions not OEM
Alternator_Pulley,04_Accessories,1,21494.526,Illustrative belt drive ratio from assumed pulley radii; not OEM accessory RPM
Alternator_Rotor_Shaft,04_Accessories,1,16933.184,Reconstructed geometry; dimensions not OEM
Alternator_TieRod_0,Fasteners,1,1924.226,Reconstructed geometry; dimensions not OEM
Alternator_TieRod_1,Fasteners,1,1924.226,Reconstructed geometry; dimensions not OEM
Alternator_TieRod_2,Fasteners,1,1924.226,Reconstructed geometry; dimensions not OEM
Alternator_TieRod_3,Fasteners,1,1924.226,Reconstructed geometry; dimensions not OEM
Alternator_TieRod_4,Fasteners,1,1924.226,Reconstructed geometry; dimensions not OEM
Alternator_TieRod_5,Fasteners,1,1924.226,Reconstructed geometry; dimensions not OEM
Alternator_TieRod_6,Fasteners,1,1924.226,Reconstructed geometry; dimensions not OEM
Alternator_TieRod_7,Fasteners,1,1924.226,Reconstructed geometry; dimensions not OEM
Water_Pump_Housing,04_Accessories,1,102227.174,Reconstructed geometry; dimensions not OEM
Water_Pump_Endcap,04_Accessories,1,33103.841,Reconstructed geometry; dimensions not OEM
Water_Pump_Pulley,04_Accessories,1,34613.817,Illustrative belt drive ratio from assumed pulley radii; not OEM accessory RPM
Water_Pump_Rotor_Shaft,04_Accessories,1,10467.787,Reconstructed geometry; dimensions not OEM
Water_Pump_TieRod_0,Fasteners,1,824.668,Reconstructed geometry; dimensions not OEM
Water_Pump_TieRod_1,Fasteners,1,824.668,Reconstructed geometry; dimensions not OEM
Water_Pump_TieRod_2,Fasteners,1,824.668,Reconstructed geometry; dimensions not OEM
Water_Pump_TieRod_3,Fasteners,1,824.668,Reconstructed geometry; dimensions not OEM
Water_Pump_TieRod_4,Fasteners,1,824.668,Reconstructed geometry; dimensions not OEM
Water_Pump_TieRod_5,Fasteners,1,824.668,Reconstructed geometry; dimensions not OEM
Water_Pump_TieRod_6,Fasteners,1,824.668,Reconstructed geometry; dimensions not OEM
Water_Pump_TieRod_7,Fasteners,1,824.668,Reconstructed geometry; dimensions not OEM
Starter_Housing,04_Accessories,1,262307.279,Reconstructed geometry; dimensions not OEM
Starter_Endcap,04_Accessories,1,30787.608,Reconstructed geometry; dimensions not OEM
Starter_Pinion_Parked,04_Accessories,1,3388.855,"Starter is parked, not continuously driven; clutch/engagement mechanism schematic"
Starter_Solenoid,04_Accessories,1,63108.313,Reconstructed geometry; dimensions not OEM
Starter_TieRod_0,Fasteners,1,3043.418,Reconstructed geometry; dimensions not OEM
Starter_TieRod_1,Fasteners,1,3043.418,Reconstructed geometry; dimensions not OEM
Starter_TieRod_2,Fasteners,1,3043.418,Reconstructed geometry; dimensions not OEM
Starter_TieRod_3,Fasteners,1,3043.418,Reconstructed geometry; dimensions not OEM
Starter_TieRod_4,Fasteners,1,3043.418,Reconstructed geometry; dimensions not OEM
Starter_TieRod_5,Fasteners,1,3043.418,Reconstructed geometry; dimensions not OEM
Starter_TieRod_6,Fasteners,1,3043.418,Reconstructed geometry; dimensions not OEM
Starter_TieRod_7,Fasteners,1,3043.418,Reconstructed geometry; dimensions not OEM
Crank_Accessory_Pulley,04_Accessories,1,76580.468,Reconstructed geometry; dimensions not OEM
Rear_Crank_Extension_Concept,04_Accessories,1,10687.698,Reconstructed geometry; dimensions not OEM
Rear_Accessory_Belt_Path,04_Accessories,1,35270.68,MM01-12 rear V-ribbed drive topology; belt section/path approximate and static
Oil_Filter,09_Fluids,1,369953.951,Reconstructed geometry; dimensions not OEM
Oil_Filter_Cap,09_Fluids,1,29053.449,Reconstructed geometry; dimensions not OEM
Oil_Cooler,09_Fluids,1,240331.838,Reconstructed geometry; dimensions not OEM
Oil_Cooler_Cap,09_Fluids,1,25735.927,Reconstructed geometry; dimensions not OEM
Thermostat,09_Fluids,1,99525.655,Reconstructed geometry; dimensions not OEM
Thermostat_Cap,09_Fluids,1,16989.733,Reconstructed geometry; dimensions not OEM
Coolant_Hose,09_Fluids,1,148043.196,Reconstructed geometry; dimensions not OEM
Oil_Filter_Feed,09_Fluids,1,19599.339,Reconstructed geometry; dimensions not OEM
Boss_BPS1,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_BPS1,10_OEM_Sensors,1,9920.314,MM01-24/25 sensor inventory; proposed CAD location
Boss_IAT1,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_IAT1,10_OEM_Sensors,1,5896.575,MM01-24/25 sensor inventory; proposed CAD location
Boss_CRS1,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_CRS1,10_OEM_Sensors,1,9119.018,MM01-24/25 sensor inventory; proposed CAD location
Boss_CAS1,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_CAS1,10_OEM_Sensors,1,9119.018,MM01-24/25 sensor inventory; proposed CAD location
Boss_BPS2,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_BPS2,10_OEM_Sensors,1,9920.314,MM01-24/25 sensor inventory; proposed CAD location
Boss_IAT2,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_IAT2,10_OEM_Sensors,1,5896.575,MM01-24/25 sensor inventory; proposed CAD location
Boss_CRS2,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_CRS2,10_OEM_Sensors,1,9119.018,MM01-24/25 sensor inventory; proposed CAD location
Boss_CAS2,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_CAS2,10_OEM_Sensors,1,9119.018,MM01-24/25 sensor inventory; proposed CAD location
Boss_RPS,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_RPS,10_OEM_Sensors,1,9920.314,MM01-24/25 sensor inventory; proposed CAD location
Boss_FPS,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_FPS,10_OEM_Sensors,1,9920.314,MM01-24/25 sensor inventory; proposed CAD location
Boss_FTS,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_FTS,10_OEM_Sensors,1,5896.575,MM01-24/25 sensor inventory; proposed CAD location
Boss_CTS,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_CTS,10_OEM_Sensors,1,5896.575,MM01-24/25 sensor inventory; proposed CAD location
Boss_OPS,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_OPS,10_OEM_Sensors,1,9920.314,MM01-24/25 sensor inventory; proposed CAD location
Boss_MOK,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_MOK,10_OEM_Sensors,1,13884.973,MM01-24/25 sensor inventory; proposed CAD location
Boss_GBTS,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_GBTS,10_OEM_Sensors,1,5896.575,MM01-24/25 sensor inventory; proposed CAD location
Boss_EGT_C1,11_SIH_Additions,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_EGT_C1,11_SIH_Additions,1,2381.04,MM01-24/25 sensor inventory; proposed CAD location
Boss_CHT_C1,11_SIH_Additions,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_CHT_C1,11_SIH_Additions,1,2381.04,MM01-24/25 sensor inventory; proposed CAD location
Boss_EGT_C2,11_SIH_Additions,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_EGT_C2,11_SIH_Additions,1,2381.04,MM01-24/25 sensor inventory; proposed CAD location
Boss_CHT_C2,11_SIH_Additions,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_CHT_C2,11_SIH_Additions,1,2381.04,MM01-24/25 sensor inventory; proposed CAD location
Boss_EGT_C3,11_SIH_Additions,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_EGT_C3,11_SIH_Additions,1,2381.04,MM01-24/25 sensor inventory; proposed CAD location
Boss_CHT_C3,11_SIH_Additions,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_CHT_C3,11_SIH_Additions,1,2381.04,MM01-24/25 sensor inventory; proposed CAD location
Boss_EGT_C4,11_SIH_Additions,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_EGT_C4,11_SIH_Additions,1,2381.04,MM01-24/25 sensor inventory; proposed CAD location
Boss_CHT_C4,11_SIH_Additions,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_CHT_C4,11_SIH_Additions,1,2381.04,MM01-24/25 sensor inventory; proposed CAD location
Bracket_VIB_Block,11_SIH_Additions,1,3913.699,Reconstructed geometry; dimensions not OEM
Boss_VIB_Block,11_SIH_Additions,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_VIB_Block,11_SIH_Additions,1,7005.31,MM01-24/25 sensor inventory; proposed CAD location
Bracket_VIB_Gearbox,11_SIH_Additions,1,3913.699,Reconstructed geometry; dimensions not OEM
Boss_VIB_Gearbox,11_SIH_Additions,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_VIB_Gearbox,11_SIH_Additions,1,7005.31,MM01-24/25 sensor inventory; proposed CAD location
Boss_FuelFlow,11_SIH_Additions,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_FuelFlow,11_SIH_Additions,1,19787.176,MM01-24/25 sensor inventory; proposed CAD location
Boss_Alternator_Current,11_SIH_Additions,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_Alternator_Current,11_SIH_Additions,1,8907.247,MM01-24/25 sensor inventory; proposed CAD location
Boss_CTS_GPC,10_OEM_Sensors,1,1957.841,"MM71-5/PDF109 B50/6 CTS_GPC; missing in R3, generic temperature probe shape"
Sensor_CTS_GPC,10_OEM_Sensors,1,5896.575,"MM71-5/PDF109 B50/6 CTS_GPC; missing in R3, generic temperature probe shape"
EECU_Main_Shell,14_EECU,1,505732.606,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Backplate_6xM4_Envelope,14_EECU,1,376319.389,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement. Six M4x6 mounting holes documented; hole coordinates and thread envelopes assumed.
EECU_Heat_Fin_01,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_02,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_03,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_04,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_05,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_06,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_07,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_08,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_09,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_10,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_11,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_12,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_13,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_14,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_15,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_16,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_17,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_18,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_19,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_20,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_21,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_22,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_23,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_24,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_25,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_26,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_27,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Heat_Fin_28,14_EECU,1,1668.0,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Case_Screw_1,14_EECU,1,113.097,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Case_Screw_2,14_EECU,1,113.097,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Case_Screw_3,14_EECU,1,113.097,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Case_Screw_4,14_EECU,1,113.097,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Case_Screw_5,14_EECU,1,113.097,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Case_Screw_6,14_EECU,1,113.097,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_G115_ECU_A_Flange,14_EECU,1,1967.289,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_G115_ECU_A_Receptacle,14_EECU,1,3958.407,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement. Connector labels per MM71-5; shell diameter assumed; no invented pin layout.
EECU_G115_ECU_A_Insert,14_EECU,1,3137.069,"Blank insulating insert; actual pin count, keying and pinout intentionally unspecified"
EECU_G115_ECU_A_Backshell,14_EECU,1,12214.512,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_G121_POWER_Flange,14_EECU,1,1967.289,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_G121_POWER_Receptacle,14_EECU,1,3958.407,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement. Connector labels per MM71-5; shell diameter assumed; no invented pin layout.
EECU_G121_POWER_Insert,14_EECU,1,3137.069,"Blank insulating insert; actual pin count, keying and pinout intentionally unspecified"
EECU_G121_POWER_Backshell,14_EECU,1,12214.512,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_G116_ECU_B_Flange,14_EECU,1,1967.289,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_G116_ECU_B_Receptacle,14_EECU,1,3958.407,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement. Connector labels per MM71-5; shell diameter assumed; no invented pin layout.
EECU_G116_ECU_B_Insert,14_EECU,1,3137.069,"Blank insulating insert; actual pin count, keying and pinout intentionally unspecified"
EECU_G116_ECU_B_Backshell,14_EECU,1,12214.512,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_Venting_Element,14_EECU,1,706.858,"IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement. Vent documented; ambient measurement physically internal, not an external bolt-on pressure sensor."
EECU_A_Concept_Board,14_EECU,1,59235.2,"MM01-23/26 dual ECU architecture. Board dimensions/layout are conceptual, NOT actual PCB design."
EECU_A_Concept_Module_0,14_EECU,1,2376.0,"Functional block placeholder; not chip, memory or firmware identification"
EECU_A_Concept_Module_1,14_EECU,1,2376.0,"Functional block placeholder; not chip, memory or firmware identification"
EECU_A_Concept_Module_2,14_EECU,1,2376.0,"Functional block placeholder; not chip, memory or firmware identification"
EECU_A_Concept_Module_3,14_EECU,1,2376.0,"Functional block placeholder; not chip, memory or firmware identification"
EECU_A_Concept_Module_4,14_EECU,1,2376.0,"Functional block placeholder; not chip, memory or firmware identification"
EECU_A_Standoff_119_-10,14_EECU,1,183.72,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_A_Standoff_119_153,14_EECU,1,183.72,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_A_Standoff_321_-10,14_EECU,1,183.72,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_A_Standoff_321_153,14_EECU,1,183.72,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_B_Concept_Board,14_EECU,1,59235.2,"MM01-23/26 dual ECU architecture. Board dimensions/layout are conceptual, NOT actual PCB design."
EECU_B_Concept_Module_0,14_EECU,1,2376.0,"Functional block placeholder; not chip, memory or firmware identification"
EECU_B_Concept_Module_1,14_EECU,1,2376.0,"Functional block placeholder; not chip, memory or firmware identification"
EECU_B_Concept_Module_2,14_EECU,1,2376.0,"Functional block placeholder; not chip, memory or firmware identification"
EECU_B_Concept_Module_3,14_EECU,1,2376.0,"Functional block placeholder; not chip, memory or firmware identification"
EECU_B_Concept_Module_4,14_EECU,1,2376.0,"Functional block placeholder; not chip, memory or firmware identification"
EECU_B_Standoff_119_-10,14_EECU,1,183.72,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_B_Standoff_119_153,14_EECU,1,183.72,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_B_Standoff_321_-10,14_EECU,1,183.72,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
EECU_B_Standoff_321_153,14_EECU,1,183.72,IM14.7.1/Fig14.7 PDF81. Controlled plan/height/pitch; remaining details reconstructed. Position is exploded aircraft-side placement.
Boss_PLS1,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_PLS1,10_OEM_Sensors,1,14967.357,MM01-24/25 sensor inventory; proposed CAD location
Boss_PLS2,10_OEM_Sensors,1,1957.841,MM01-24/25 sensor inventory; proposed CAD location
Sensor_PLS2,10_OEM_Sensors,1,14967.357,MM01-24/25 sensor inventory; proposed CAD location
Intercooler_Core,12_Aircraft_Integration,1,2660000.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_1,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_2,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_3,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_4,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_5,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_6,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_7,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_8,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_9,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_10,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_11,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_12,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_13,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_14,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_15,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Intercooler_Fin_16,12_Aircraft_Integration,1,24327.0,Reconstructed geometry; dimensions not OEM
Radiator_Concept,12_Aircraft_Integration,1,1842400.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_1,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_2,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_3,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_4,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_5,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_6,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_7,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_8,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_9,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_10,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_11,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_12,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_13,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_14,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_15,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_16,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_17,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_18,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_19,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Radiator_Fin_20,12_Aircraft_Integration,1,12600.0,Reconstructed geometry; dimensions not OEM
Pump_to_Common_Rail,08_Fuel,1,13750.599,"System topology concept only; endpoints, bend radii and clearance require OEM/test-rig verification; no fluid solution"
Injector_Leakoff_Return,08_Fuel,1,18128.032,"System topology concept only; endpoints, bend radii and clearance require OEM/test-rig verification; no fluid solution"
Oil_Cooler_to_Filter,09_Fluids,1,17479.888,"System topology concept only; endpoints, bend radii and clearance require OEM/test-rig verification; no fluid solution"
Crankcase_Breather,09_Fluids,1,41923.26,"System topology concept only; endpoints, bend radii and clearance require OEM/test-rig verification; no fluid solution"
Exhaust_Collector_to_Turbine,13_Routing_Concepts,1,303480.023,"System topology concept only; endpoints, bend radii and clearance require OEM/test-rig verification; no fluid solution"
Compressor_to_Intercooler,13_Routing_Concepts,1,166910.701,"System topology concept only; endpoints, bend radii and clearance require OEM/test-rig verification; no fluid solution"
Intercooler_to_Intake,13_Routing_Concepts,1,174804.997,"System topology concept only; endpoints, bend radii and clearance require OEM/test-rig verification; no fluid solution"
Radiator_Hot_Return,13_Routing_Concepts,1,124089.287,"System topology concept only; endpoints, bend radii and clearance require OEM/test-rig verification; no fluid solution"
Radiator_Cooled_Supply,13_Routing_Concepts,1,137459.065,"System topology concept only; endpoints, bend radii and clearance require OEM/test-rig verification; no fluid solution"
External_Fuel_Supply,13_Routing_Concepts,1,9138.875,"System topology concept only; endpoints, bend radii and clearance require OEM/test-rig verification; no fluid solution"
External_Fuel_Return,13_Routing_Concepts,1,8462.86,"System topology concept only; endpoints, bend radii and clearance require OEM/test-rig verification; no fluid solution"
Water_Pump_Impeller_Concept,04_Accessories,1,9048.648,"Generic eight-vane demonstration, not AE300 hydraulically qualified impeller"
Timing_Case_Body,01_Housings,1,650620.84,R4 reference-based reconstruction; no OEM dimensioned drawing for this detail
